Subject,Session,Age,Trial,SubTrial,ItemType,Topic,Target,Alternate,TestCue,TestItem.RESP,OtherAnswer.RESP,P1.Recall.Class,P2.Recall.Class,Belief.RESP,CR.RESP
171,3,18,3,56,Changed_NR,President_Gas,Obama,Trump,Under what presidential administration did the price of gas drop by 40%?,,,,B,1,2
171,3,18,3,57,Control,Africa_Revenue,0.10%,Third largest export,What proportion of Africa's export revenue is supplied by music?,1,,,2,1,2
171,3,18,3,58,Control,Teen Drug Use,Alcohol,Marijuana,What substance do US teens report as being easiest to acquire?,alcohol,,,2,6,2
171,3,18,3,59,Control,AlabamaRep. in senate,21,30 years,"For how many years had the Alabama senate seat been held by a republican, prior to 2017?",,,,B,1,2
171,3,18,3,60,Changed_R,Illegal_Immigration_Mexican_Border,Down 25%,Down 40%,By what percentage has the number of illegal border crossings changed since 2016?,40,,,1,1,2
172,4,23,3,1,Changed_R,Education_Texas,1.50%,50%,About what percentage of new teachers in Texas are without a college degree?,15,50,1,2,6,1
172,4,23,3,2,Repeated,Voter_Fraud,No evidence,substantial ,What were the results of investigation of voter fraud In the 2016 presidential election?,noproof,,,2,6,2
172,4,23,3,3,Changed_NR,Energy_Independence,more consumed,more produced,"How much energy does the US consume, in relation to how much it produces?",consumesmorethanitproduces,eUSisenergyindependent,1,2,6,1
172,4,23,3,4,Changed_R,President_Gas,Obama,Trump,Under what presidential administration did the price of gas drop by 40%?,TheObamaAdministration,TheTrumpAdministration,1,2,6,1
172,4,23,3,5,Changed_R,Economy-GDP,42 times,Never,About how many times has the gross domestic product growth rate dropped below zero since 1946?,42separateinstances,zero,1,2,6,1
172,4,23,3,6,Control,Tennesee_Unemployment,The Great Recession,Bad Leadership,What caused a spike in Tennesee's unemployment rate in the early 2000's?,TheGreatDepression,,,E,1,2
172,4,23,3,7,Repeated,Clinton-Nkorea,1.4 Billion,3 Billion,How much money did the Clinton administration give to North Korea in aid?,12Billion,,,2,1,2
172,4,23,3,8,Changed_NR,Mass shootings,19,270,How many shootings occurred in 2017 that resulted in 4 or more deaths?,9,270,1,E,6,1
172,4,23,3,9,Changed_NR,DeltaAirlines,none,planned parenthood,To members of what major organizations does Delta Airlines give discounts?,NeitherPlannedParentodnortheNRA,MembersofPlannedParenthoodbutnottheNRA,1,2,6,1
172,4,23,3,10,Repeated,Immigration-Children,At a protest,Separated from parents,Under what circumstances was a young boy placed in a small animal cage in 2018?,Todemonstratetheseparationofchildrenfromtheirparents,,,2,6,2
172,4,23,3,11,Changed_NR,Voter Turnout,Higher than 2012,lowest since 1996,In what year was the last presidential election which featured lower voter turnout than that of 2016?,2012,Noyear,E,2,6,1
172,4,23,3,12,Repeated,UN_Resolutions,329,24,How many resolutions did the UN pass in 2016?,129,129,E,E,3,1
172,4,23,3,13,Changed_R,Tariffs,Above a surplus,all,What American dairy products does the Canadian government place a high tariff on?,Thoseabovesurplus,Anydairyproducts,1,2,6,1
172,4,23,3,14,Changed_NR,Flu_Hydration,Vaccination,Staying hydrated,What is the best protection against the flu?,Vaccine,Hydration,1,2,6,1
172,4,23,3,15,Changed_R,Economy_Cars,Simulation of hitting a person,Dropping a bowling ball,How are American cars tested in Japan?,Simulatingthecarhittingaperson,Droppingabowlingballonthecar,1,2,6,1
172,4,23,3,16,Changed_R,Tax_Allocation,"Social (""Medicare"")","Military (""War on Terror"")",What type of program does the majority of tax-payers' money go towards?,SocialprogramssuchasMedicare,0,B,2,6,1
172,4,23,3,17,Changed_R,GunControl_Warrant,require a warrant,at any time,Under what conditions may a police officer confiscate a citizen's firearm?,Iftheofficerhasawarrant,underanycircumstances,1,2,6,1
172,4,23,3,18,Changed_NR,Gun_Control_Background,13%,25%,About what percentage of firearms are sold without background checks in the US?,9,25,1,E,4,1
172,4,23,3,19,Changed_R,Gun Control_Registry,7,10,How many states in the US prohibit a state-wide gun registry?,7,10,1,2,6,1
172,4,23,3,20,Changed_R,Residing_Immigrants,11 million,32 million,About how many illegal immigrants currently reside in the USA?,about11million,about32million,1,2,6,1
172,4,23,3,21,Repeated,Teen Drug Use,Alcohol,Marijuana,What substance do US teens report as being easiest to acquire?,alcohol,marijuana,1,2,6,1
172,4,23,3,22,Changed_R,Pres_Vacation,Clinton,Obama,Which recent president took the fewest vacation days?,presidentClinton,PresidentObama,1,2,6,1
172,4,23,3,23,Control,Missouri_Unemployment,Clinton,Trump,Under what president did Missouri's unemployment rates reach their lowest levels?,PresidentObama,,,E,6,2
172,4,23,3,24,Changed_NR,Politics-Quoting,Bernie Sanders,Mitt Romney,"Who claimed that Donald Trump ""has serious emotional problems?""",JoeBiden,MittRomney,1,E,6,1
172,4,23,3,25,Control,2020_Biden,Is unlikely to run.,Definitely runninng,What did Joe Biden claim about his candidacy for election in 2020?,Hewillnotrunforelection,,,2,4,2
172,4,23,3,26,Control,US_Unemployment,8%,36%,What is the estimated unemployment rate in the US?,9,,,2,4,2
172,4,23,3,27,Control,Flu_Age,everyone,only older people,What age range of people should receive a flu vaccine?,allages,,,2,6,2
172,4,23,3,28,Control,Carbon Footprint,Coal,Wind,What energy source mentioned leaves the largest carbon footprint?,oil,,,E,1,2
172,4,23,3,29,Changed_NR,Car Headrests,prevent whiplash,breaking windows,For what purpose are removable headrests in cars designed?,tobreawinfcarissubm,,,1,6,2
172,4,23,3,30,Changed_NR,Liberian_Women,60%,less than 38%,"In Liberia, what percentage of young women are able to read?",40,80,E,E,6,1
172,4,23,3,31,Control,Illegal_Immigration_Mexican_Border,Down 25%,Down 40%,By what percentage has the number of illegal border crossings changed since 2016?,increasedby25,,,E,6,2
172,4,23,3,32,Repeated,Trump- wall,sued to stop,begged for wall,How did Californians react to the idea of a border wall?,Theysued,,,2,6,2
172,4,23,3,33,Repeated,Sanctuary-Cities,Cut funding,Arrest Leaders,"What has Donald Trump promised to do in response to ""Sanctuary Cities?""",withdraw,,,2,4,2
172,4,23,3,34,Repeated,Vaccines_Autism,Do not cause,vaccines cause autism,What is the scientific community's stance on vaccines and autism?,vaccinesandautismareunrelated,,,2,6,2
172,4,23,3,35,Control,Race/Protest,Olympians,NFL,What type of athletes were the first to use their sport for protest in the US?,olympicathletes,,,2,6,2
172,4,23,3,36,Repeated,AlabamaRep. in senate,21,30 years,"For how many years had the Alabama senate seat been held by a republican, prior to 2017?",21years,,,2,6,2
172,4,23,3,37,Changed_R,Race_Starbucks,2,2 million,How much money did two young African American's settle for in a case against Starbucks coffee?,2,2million,1,2,6,1
172,4,23,3,38,Changed_R,Kenya_Mortality,AIDS,Malaria,What is the leading cause of death for Kenyans?,autoimmunedisease,malaria,1,2,6,1
172,4,23,3,39,Changed_R,Pope_GunControl,Gun Manufacturers,Gun Owners,"Who did Pope Francis refer to as ""untrustworthy?""",gunmanufactuers,gunowners,1,2,6,1
172,4,23,3,40,Control,Hurricane_Relief,>1 million,>12 million,How many residents of Texas were left homeless by Hurricane Harvey?,50,,,E,1,2
172,4,23,3,41,Repeated,Trump-Legislation,less than any since WW2,more than any other president,"How much legislation did President Trump sign in his first year, in relation to other presidents?",Fewestofanypresident,Mostofanypresident,1,2,6,1
172,4,23,3,42,Control,Gas_2018,Rose 15%,Rose 25%,How did the price of gas change in the first half of 2018?,increasedby40,,,E,6,2
172,4,23,3,43,Changed_NR,NC-Education,Provides for almost all schools,Leaves most schools without,How does the 2018 NC education budget affect schools' access to supplies?,Grantseveryschoolwithaccesstosuppliefavoringonerepublicandistrict,Doesnotgranyschoolaccesstosuppliesexcepton,1,2,6,1
172,4,23,3,44,Changed_NR,Coffee,15th,2nd,What rank does coffee hold in most traded commidities as of the year 2000?,15th,2nd,1,2,6,1
172,4,23,3,45,Control,News sources,Less than half,More than half,What proportion of Americans report getting their news from Facebook?,lessthan50,,,2,1,2
172,4,23,3,46,Changed_R,NASA,An asteroid.,A second moon.,"According to NASA, what is distantly orbiting the Earth?",anasteroid,asecondmoon,1,2,6,1
172,4,23,3,47,Repeated,Africa_Revenue,0.10%,Third largest export,What proportion of Africa's export revenue is supplied by music?,1,,,2,6,2
172,4,23,3,48,Control,Black Homeownership,2004,2017,In what year did black homeownership reach its highest level?,2004,,,2,6,2
172,4,23,3,49,Repeated,Green Energy_Jobs,Oil,Solar,What energy based industry currently provides the most jobs in the US?,coal,,,E,3,2
172,4,23,3,50,Changed_NR,Rep_Control,2007,1928,"When was the last year that republicans controlled the white house, house of representatives, and the senate?",2007,1994,E,2,6,1
172,4,23,3,51,Control,Popular_Vote,Clinton,Trump,Who won the popular vote in the 2016 presidential election?,HilaryClinton,,,2,6,2
172,4,23,3,52,Changed_R,Trump-Budget,20%,80%,About what percentage of the CDC budget is being cut by the Trump administration?,20,80,1,2,6,1
172,4,23,3,53,Control,Military_Pay,Every year since '83,None in 10 years,With what frequency have members of the US military received pay raises in recent years?,90,,,E,6,2
172,4,23,3,54,Repeated,Disease-Illinois,Hesitation to respond by governor,flooding,What led to the deaths of 12 veterans in Illinois by disease?,Thegovenorhesitatingtostoptheoutbreak,,,2,6,2
172,4,23,3,55,Changed_NR,Abortion-Bieber,Stayed Pro life,Changed from pro choice to pro life,What have Justin Bieber's views on abortion been in recent years?,prolifeinrecentyears,prochoiceuntilrecentlyswitchingtoprolife,1,2,6,1
172,4,23,3,56,Repeated,Trump-Immigration,dropped by 61%,increased by 78%,By what percentage did illegal traffic apprehensions change from November 2016 to July 2017?,67,,,E,6,2
172,4,23,3,57,Control,Global_Warming_Antarctica,Does not outweigh melting,Outweighs melting,How does the increase in Antarctica's snow caused by global warming relate to the rate ice is melting?,noeffect,,,2,1,2
172,4,23,3,58,Repeated,Murder_year,1980,2017,In what year did the murder rate in the US peak?,1980,,,2,6,2
172,4,23,3,59,Changed_NR,Chess,90,0,How many competitive chess players in the US have attained the rank of Grandmaster?,98,none,1,E,6,1
172,4,23,3,60,Changed_NR,Cali-Statelaw,Cities,Homeowners,Who will be fined by the state of California for overusing water?,cities,homeowners,1,2,6,1
173,1,18,3,1,Control,NASA,An asteroid.,A second moon.,"According to NASA, what is distantly orbiting the Earth?",astreiod,,,2,6,2
173,1,18,3,2,Repeated,US_Unemployment,8%,36%,What is the estimated unemployment rate in the US?,8,,,2,3,2
173,1,18,3,3,Changed_R,NC-Education,Provides for almost all schools,Leaves most schools without,How does the 2018 NC education budget affect schools' access to supplies?,eachschoolwassuppliedbutoeinarepublicandistrictwasfavored,itsaidonlythefavoredschoolwassupplied,1,2,4,1
173,1,18,3,4,Control,Gun Control_Registry,7,10,How many states in the US prohibit a state-wide gun registry?,7,,,2,3,2
173,1,18,3,5,Changed_NR,Murder_year,1980,2017,In what year did the murder rate in the US peak?,1980,,,2,4,2
173,1,18,3,6,Changed_R,Mass shootings,19,270,How many shootings occurred in 2017 that resulted in 4 or more deaths?,19,itsaidtherewere270,1,2,1,1
173,1,18,3,7,Changed_NR,Trump-Legislation,less than any since WW2,more than any other president,"How much legislation did President Trump sign in his first year, in relation to other presidents?",234,,,E,3,2
173,1,18,3,8,Changed_R,Voter Turnout,Higher than 2012,lowest since 1996,In what year was the last presidential election which featured lower voter turnout than that of 2016?,2012,,,2,6,2
173,1,18,3,9,Repeated,2020_Biden,Is unlikely to run.,Definitely runninng,What did Joe Biden claim about his candidacy for election in 2020?,hewillnotberunning,,,2,6,2
173,1,18,3,10,Changed_NR,Disease-Illinois,Hesitation to respond by governor,flooding,What led to the deaths of 12 veterans in Illinois by disease?,aoutbreak,itsaidthewerekilledfromaflood,1,E,2,1
173,1,18,3,11,Control,President_Gas,Obama,Trump,Under what presidential administration did the price of gas drop by 40%?,obamaadministration,,,2,6,2
173,1,18,3,12,Repeated,Tennesee_Unemployment,The Great Recession,Bad Leadership,What caused a spike in Tennesee's unemployment rate in the early 2000's?,recession,,,2,3,2
173,1,18,3,13,Changed_R,Coffee,15th,2nd,What rank does coffee hold in most traded commidities as of the year 2000?,fifteenth,itsaiditwasrankedseond,1,2,6,1
173,1,18,3,14,Control,Tariffs,Above a surplus,all,What American dairy products does the Canadian government place a high tariff on?,milk,,,E,3,2
173,1,18,3,15,Repeated,Military_Pay,Every year since '83,None in 10 years,With what frequency have members of the US military received pay raises in recent years?,from1983,,,2,3,2
173,1,18,3,16,Changed_NR,Sanctuary-Cities,Cut funding,Arrest Leaders,"What has Donald Trump promised to do in response to ""Sanctuary Cities?""",cutofffunds,0,B,2,4,1
173,1,18,3,17,Changed_R,DeltaAirlines,none,planned parenthood,To members of what major organizations does Delta Airlines give discounts?,none,0,B,2,6,1
173,1,18,3,18,Repeated,Illegal_Immigration_Mexican_Border,Down 25%,Down 40%,By what percentage has the number of illegal border crossings changed since 2016?,25,itsaiditincreasedby25,E,2,6,1
173,1,18,3,19,Changed_NR,Vaccines_Autism,Do not cause,vaccines cause autism,What is the scientific community's stance on vaccines and autism?,vaccinescauseautism,0,B,1,1,1
173,1,18,3,20,Repeated,News sources,Less than half,More than half,What proportion of Americans report getting their news from Facebook?,lessthanhalf,,,2,3,2
173,1,18,3,21,Control,Pope_GunControl,Gun Manufacturers,Gun Owners,"Who did Pope Francis refer to as ""untrustworthy?""",christianswhosellweapons,,,2,3,2
173,1,18,3,22,Changed_NR,Trump-Immigration,dropped by 61%,increased by 78%,By what percentage did illegal traffic apprehensions change from November 2016 to July 2017?,78,,,1,3,2
173,1,18,3,23,Control,Trump-Budget,20%,80%,About what percentage of the CDC budget is being cut by the Trump administration?,20,,,2,1,2
173,1,18,3,24,Repeated,Flu_Age,everyone,only older people,What age range of people should receive a flu vaccine?,allages,,,2,6,2
173,1,18,3,25,Changed_R,Chess,90,0,How many competitive chess players in the US have attained the rank of Grandmaster?,ninety,itsaidtherewerenone,1,2,4,1
173,1,18,3,26,Control,Race_Starbucks,2,2 million,How much money did two young African American's settle for in a case against Starbucks coffee?,2,,,2,1,2
173,1,18,3,27,Changed_NR,Voter_Fraud,No evidence,substantial ,What were the results of investigation of voter fraud In the 2016 presidential election?,noraudwasdetected,,,2,6,2
173,1,18,3,28,Changed_R,Flu_Hydration,Vaccination,Staying hydrated,What is the best protection against the flu?,vaccines,itsaidhydration,1,2,3,1
173,1,18,3,29,Changed_NR,Teen Drug Use,Alcohol,Marijuana,What substance do US teens report as being easiest to acquire?,marijuna,itsaidalcoholwaseasier,2,1,6,1
173,1,18,3,30,Changed_R,Liberian_Women,60%,less than 38%,"In Liberia, what percentage of young women are able to read?",60bytheageof18,itsaid12,E,2,3,1
173,1,18,3,31,Repeated,Global_Warming_Antarctica,Does not outweigh melting,Outweighs melting,How does the increase in Antarctica's snow caused by global warming relate to the rate ice is melting?,rateoficemeltingishighne,,,2,6,2
173,1,18,3,32,Changed_R,Energy_Independence,more consumed,more produced,"How much energy does the US consume, in relation to how much it produces?",ituseslessthanwhatisproduced,itsaiditwasindependentontheenergyproduced,1,1,1,1
173,1,18,3,33,Control,Economy-GDP,42 times,Never,About how many times has the gross domestic product growth rate dropped below zero since 1946?,40,,,2,3,2
173,1,18,3,34,Changed_NR,Africa_Revenue,0.10%,Third largest export,What proportion of Africa's export revenue is supplied by music?,1,itsaidmost,E,2,6,1
173,1,18,3,35,Control,Economy_Cars,Simulation of hitting a person,Dropping a bowling ball,How are American cars tested in Japan?,byhittingpedestrains,,,2,4,2
173,1,18,3,36,Repeated,Carbon Footprint,Coal,Wind,What energy source mentioned leaves the largest carbon footprint?,electrict,,,E,3,2
173,1,18,3,37,Changed_R,Car Headrests,prevent whiplash,breaking windows,For what purpose are removable headrests in cars designed?,topreventwhiplash,itsaiditwasusedtobreakawindowinanemergency,1,2,6,1
173,1,18,3,38,Repeated,Race/Protest,Olympians,NFL,What type of athletes were the first to use their sport for protest in the US?,olympains,,,2,6,2
173,1,18,3,39,Changed_NR,Immigration-Children,At a protest,Separated from parents,Under what circumstances was a young boy placed in a small animal cage in 2018?,toprotestagaintofficalswhotookchildrenawyfromtherfamilies,itsaidtheboywastakenawaybyofficalsandplacedinacage,1,2,3,1
173,1,18,3,40,Repeated,Missouri_Unemployment,Clinton,Trump,Under what president did Missouri's unemployment rates reach their lowest levels?,JoeBiden,,,E,3,2
173,1,18,3,41,Repeated,Gas_2018,Rose 15%,Rose 25%,How did the price of gas change in the first half of 2018?,itrose15,,,2,6,2
173,1,18,3,42,Changed_R,Cali-Statelaw,Cities,Homeowners,Who will be fined by the state of California for overusing water?,thecities,itsaipeople,1,2,6,1
173,1,18,3,43,Repeated,Hurricane_Relief,>1 million,>12 million,How many residents of Texas were left homeless by Hurricane Harvey?,1million,,,2,6,2
173,1,18,3,44,Changed_NR,AlabamaRep. in senate,21,30 years,"For how many years had the Alabama senate seat been held by a republican, prior to 2017?",27,,,E,6,2
173,1,18,3,45,Changed_R,Gun_Control_Background,13%,25%,About what percentage of firearms are sold without background checks in the US?,12,itsaid25,1,2,6,1
173,1,18,3,46,Changed_NR,Trump- wall,sued to stop,begged for wall,How did Californians react to the idea of a border wall?,thesuedtostopthebuilding,itaidtheyrequestedforthealltobebuilt,1,2,6,1
173,1,18,3,47,Changed_R,Rep_Control,2007,1928,"When was the last year that republicans controlled the white house, house of representatives, and the senate?",2007,0,B,2,6,1
173,1,18,3,48,Repeated,Popular_Vote,Clinton,Trump,Who won the popular vote in the 2016 presidential election?,HillaryClinton,,,2,6,2
173,1,18,3,49,Control,GunControl_Warrant,require a warrant,at any time,Under what conditions may a police officer confiscate a citizen's firearm?,iftheyhaveawarrant,,,2,3,2
173,1,18,3,50,Control,Education_Texas,1.50%,50%,About what percentage of new teachers in Texas are without a college degree?,7,,,E,1,2
173,1,18,3,51,Changed_NR,Green Energy_Jobs,Oil,Solar,What energy based industry currently provides the most jobs in the US?,oilcompanies,,,2,1,2
173,1,18,3,52,Repeated,Black Homeownership,2004,2017,In what year did black homeownership reach its highest level?,2004,,,2,3,2
173,1,18,3,53,Changed_NR,Clinton-Nkorea,1.4 Billion,3 Billion,How much money did the Clinton administration give to North Korea in aid?,14billion,itsaidhegavethem3billioninaid,1,2,1,1
173,1,18,3,54,Control,Tax_Allocation,"Social (""Medicare"")","Military (""War on Terror"")",What type of program does the majority of tax-payers' money go towards?,medicare,,,2,6,2
173,1,18,3,55,Control,Pres_Vacation,Clinton,Obama,Which recent president took the fewest vacation days?,BillClinton,,,2,3,2
173,1,18,3,56,Control,Residing_Immigrants,11 million,32 million,About how many illegal immigrants currently reside in the USA?,11million,,,2,4,2
173,1,18,3,57,Changed_NR,UN_Resolutions,329,24,How many resolutions did the UN pass in 2016?,237,,,E,3,2
173,1,18,3,58,Changed_R,Politics-Quoting,Bernie Sanders,Mitt Romney,"Who claimed that Donald Trump ""has serious emotional problems?""",BernieSanders,0,B,2,6,1
173,1,18,3,59,Control,Kenya_Mortality,AIDS,Malaria,What is the leading cause of death for Kenyans?,,,,B,4,2
173,1,18,3,60,Changed_R,Abortion-Bieber,Stayed Pro life,Changed from pro choice to pro life,What have Justin Bieber's views on abortion been in recent years?,prolife,itsaidhadjustchangedtoprolife,1,2,6,1
174,2,19,3,1,Changed_NR,Carbon Footprint,Coal,Wind,What energy source mentioned leaves the largest carbon footprint?,coal,,,2,3,2
174,2,19,3,2,Changed_NR,Missouri_Unemployment,Clinton,Trump,Under what president did Missouri's unemployment rates reach their lowest levels?,Trump,Obama,E,1,4,1
174,2,19,3,3,Control,Energy_Independence,more consumed,more produced,"How much energy does the US consume, in relation to how much it produces?",ThSisenergydepend,,,2,5,2
174,2,19,3,4,Repeated,Trump-Budget,20%,80%,About what percentage of the CDC budget is being cut by the Trump administration?,20,,,2,3,2
174,2,19,3,5,Repeated,Pope_GunControl,Gun Manufacturers,Gun Owners,"Who did Pope Francis refer to as ""untrustworthy?""",Christiangunsellers,,,2,2,2
174,2,19,3,6,Changed_R,AlabamaRep. in senate,21,30 years,"For how many years had the Alabama senate seat been held by a republican, prior to 2017?",21,30,1,2,6,1
174,2,19,3,7,Control,NC-Education,Provides for almost all schools,Leaves most schools without,How does the 2018 NC education budget affect schools' access to supplies?,itgivessuppliestoeachschoolbutfavorsone,,,2,6,2
174,2,19,3,8,Changed_R,Disease-Illinois,Hesitation to respond by governor,flooding,What led to the deaths of 12 veterans in Illinois by disease?,thegovenornottakingactiontoanoutbreak,12veteransinIllinoisdiefromadiseaseduetoflooding,1,2,5,1
174,2,19,3,9,Changed_R,Trump- wall,sued to stop,begged for wall,How did Californians react to the idea of a border wall?,Theyprotestedagainsttheborderwall,Californianaskedtobuilaborderwall,1,2,6,1
174,2,19,3,10,Repeated,Residing_Immigrants,11 million,32 million,About how many illegal immigrants currently reside in the USA?,onemillion,11millionimmigrantscurrentlyresdieintheUSA,2,E,6,1
174,2,19,3,11,Control,Rep_Control,2007,1928,"When was the last year that republicans controlled the white house, house of representatives, and the senate?",1980,,,E,6,2
174,2,19,3,12,Repeated,NASA,An asteroid.,A second moon.,"According to NASA, what is distantly orbiting the Earth?",Asteroid,,,2,5,2
174,2,19,3,13,Changed_R,Immigration-Children,At a protest,Separated from parents,Under what circumstances was a young boy placed in a small animal cage in 2018?,toprotestaainstofficialsseperatingchildrenfromtheirparens,youngboyplacedinasmallanimalcwhiletakenfromispa,1,2,6,1
174,2,19,3,14,Changed_NR,Flu_Age,everyone,only older people,What age range of people should receive a flu vaccine?,allages,onlyolderpeople,1,2,6,1
174,2,19,3,15,Repeated,Pres_Vacation,Clinton,Obama,Which recent president took the fewest vacation days?,PresidentClinton,,,2,5,2
174,2,19,3,16,Repeated,Kenya_Mortality,AIDS,Malaria,What is the leading cause of death for Kenyans?,autoimmunedisease,,,2,5,2
174,2,19,3,17,Changed_R,Sanctuary-Cities,Cut funding,Arrest Leaders,"What has Donald Trump promised to do in response to ""Sanctuary Cities?""",takeawayfederalfunding,DonaldTrumpwouldarrest,1,2,6,1
174,2,19,3,18,Repeated,Economy-GDP,42 times,Never,About how many times has the gross domestic product growth rate dropped below zero since 1946?,42,,,2,4,2
174,2,19,3,19,Control,Liberian_Women,60%,less than 38%,"In Liberia, what percentage of young women are able to read?",60,,,2,5,2
174,2,19,3,20,Changed_NR,Black Homeownership,2004,2017,In what year did black homeownership reach its highest level?,18,,,E,4,2
174,2,19,3,21,Changed_NR,Global_Warming_Antarctica,Does not outweigh melting,Outweighs melting,How does the increase in Antarctica's snow caused by global warming relate to the rate ice is melting?,themoresnowbeingmadeismorethanicanmelt,,,1,3,2
174,2,19,3,22,Repeated,Tariffs,Above a surplus,all,What American dairy products does the Canadian government place a high tariff on?,alldairyproducts,,,1,4,2
174,2,19,3,23,Control,Cali-Statelaw,Cities,Homeowners,Who will be fined by the state of California for overusing water?,thecitieswillbefined,,,2,4,2
174,2,19,3,24,Changed_R,Teen Drug Use,Alcohol,Marijuana,What substance do US teens report as being easiest to acquire?,alcohol,Steenscouldrequiremarjoanaeasier,1,2,6,1
174,2,19,3,25,Changed_NR,Popular_Vote,Clinton,Trump,Who won the popular vote in the 2016 presidential election?,HillaryClinton,,,2,5,2
174,2,19,3,26,Changed_R,Vaccines_Autism,Do not cause,vaccines cause autism,What is the scientific community's stance on vaccines and autism?,Vaccinesdonotcauseautism,vaccinescauseatism,1,2,6,1
174,2,19,3,27,Control,Coffee,15th,2nd,What rank does coffee hold in most traded commidities as of the year 2000?,thnumberonemosttradedcomidity,theyear2017,E,1,5,1
174,2,19,3,28,Control,Voter Turnout,Higher than 2012,lowest since 1996,In what year was the last presidential election which featured lower voter turnout than that of 2016?,theelectionin2012,,,2,1,2
174,2,19,3,29,Control,Abortion-Bieber,Stayed Pro life,Changed from pro choice to pro life,What have Justin Bieber's views on abortion been in recent years?,prolife,,,2,6,2
174,2,19,3,30,Repeated,President_Gas,Obama,Trump,Under what presidential administration did the price of gas drop by 40%?,Obama,,,2,3,2
174,2,19,3,31,Repeated,GunControl_Warrant,require a warrant,at any time,Under what conditions may a police officer confiscate a citizen's firearm?,underawarrant,,,2,6,2
174,2,19,3,32,Repeated,Economy_Cars,Simulation of hitting a person,Dropping a bowling ball,How are American cars tested in Japan?,byhittigapedestrian,,,2,4,2
174,2,19,3,33,Control,DeltaAirlines,none,planned parenthood,To members of what major organizations does Delta Airlines give discounts?,PlannedparenthoodandVeterans,,,E,4,2
174,2,19,3,34,Repeated,Education_Texas,1.50%,50%,About what percentage of new teachers in Texas are without a college degree?,3,,,E,3,2
174,2,19,3,35,Changed_R,Africa_Revenue,0.10%,Third largest export,What proportion of Africa's export revenue is supplied by music?,3,70,E,1,5,1
174,2,19,3,36,Changed_NR,Hurricane_Relief,>1 million,>12 million,How many residents of Texas were left homeless by Hurricane Harvey?,onemillion,11million,1,2,5,1
174,2,19,3,37,Repeated,Tax_Allocation,"Social (""Medicare"")","Military (""War on Terror"")",What type of program does the majority of tax-payers' money go towards?,medicare,,,2,4,2
174,2,19,3,38,Changed_NR,2020_Biden,Is unlikely to run.,Definitely runninng,What did Joe Biden claim about his candidacy for election in 2020?,titwouldbeunlikelyforhimselftorun,hewaslikelytor,1,2,4,1
174,2,19,3,39,Changed_R,Voter_Fraud,No evidence,substantial ,What were the results of investigation of voter fraud In the 2016 presidential election?,therewerenoevidencefoundofvoterfraud,the2016electionfoundthemostvoterfraud,1,2,4,1
174,2,19,3,40,Control,Car Headrests,prevent whiplash,breaking windows,For what purpose are removable headrests in cars designed?,topreventwhiplash,,,2,5,2
174,2,19,3,41,Control,Flu_Hydration,Vaccination,Staying hydrated,What is the best protection against the flu?,theflshot,,,2,6,2
174,2,19,3,42,Changed_R,Clinton-Nkorea,1.4 Billion,3 Billion,How much money did the Clinton administration give to North Korea in aid?,14million,13millionwasgiventonorthkorea,E,E,5,1
174,2,19,3,43,Changed_NR,Military_Pay,Every year since '83,None in 10 years,With what frequency have members of the US military received pay raises in recent years?,everyyear,theyhaventreceivedaraisefor10years,1,2,5,1
174,2,19,3,44,Control,Politics-Quoting,Bernie Sanders,Mitt Romney,"Who claimed that Donald Trump ""has serious emotional problems?""",JoeBiden,,,E,1,2
174,2,19,3,45,Changed_NR,Race/Protest,Olympians,NFL,What type of athletes were the first to use their sport for protest in the US?,USolympians,NFLplayerswerethefirst,1,2,6,1
174,2,19,3,46,Changed_NR,News sources,Less than half,More than half,What proportion of Americans report getting their news from Facebook?,overhalf,,,1,6,2
174,2,19,3,47,Changed_NR,Gas_2018,Rose 15%,Rose 25%,How did the price of gas change in the first half of 2018?,iwasraisedby25,,,1,6,2
174,2,19,3,48,Control,Gun_Control_Background,13%,25%,About what percentage of firearms are sold without background checks in the US?,8,,,E,6,2
174,2,19,3,49,Control,Chess,90,0,How many competitive chess players in the US have attained the rank of Grandmaster?,10,,,E,4,2
174,2,19,3,50,Changed_NR,Tennesee_Unemployment,The Great Recession,Bad Leadership,What caused a spike in Tennesee's unemployment rate in the early 2000's?,thepresidentatthetime,,,1,3,2
174,2,19,3,51,Repeated,Gun Control_Registry,7,10,How many states in the US prohibit a state-wide gun registry?,12,th7statesprohibitastatewidegunregistry,2,E,6,1
174,2,19,3,52,Control,Mass shootings,19,270,How many shootings occurred in 2017 that resulted in 4 or more deaths?,19,,,2,6,2
174,2,19,3,53,Changed_NR,Illegal_Immigration_Mexican_Border,Down 25%,Down 40%,By what percentage has the number of illegal border crossings changed since 2016?,25,,,2,4,2
174,2,19,3,54,Changed_R,Green Energy_Jobs,Oil,Solar,What energy based industry currently provides the most jobs in the US?,oilindustry,,,2,6,2
174,2,19,3,55,Changed_R,UN_Resolutions,329,24,How many resolutions did the UN pass in 2016?,239,,,E,4,2
174,2,19,3,56,Repeated,Race_Starbucks,2,2 million,How much money did two young African American's settle for in a case against Starbucks coffee?,2dollars,,,2,6,2
