Subject,Session,Age,Trial,ItemType,Topic,Target,Alternate,TestCue,TestItem.RESP,OtherAnswer.RESP,P1.Recall.Class,P2.Recall.Class,Belief.RESP,CR.RESP
174,2,24,15,Changed_R,Voter_Fraud,No evidence,substantial ,What were the results of investigation of voter fraud In the 2016 presidential election?,Theewasnofraud,Theywasfruad,1,2,4,1
174,2,24,16,Changed_R,Trump-Legislation,less than any since WW2,more than any other president,"How much legislation did President Trump sign in his first year, in relation to other presidents?",lessthananotherpresident,Hesigdthemost,1,2,5,1
174,2,24,17,Changed_NR,Flu_Age,everyone,only older people,What age range of people should receive a flu vaccine?,allages,onlyadults,1,2,6,1
174,2,24,18,Changed_R,Vaccines_Autism,Do not cause,vaccines cause autism,What is the scientific community's stance on vaccines and autism?,Theyarenotrelated,thavaccinescauseautism,B,2,6,1
174,2,24,19,Repeated,NASA,An asteroid.,A second moon.,"According to NASA, what is distantly orbiting the Earth?",astrod,,B,2,2,0
174,2,24,20,Changed_R,Green Energy_Jobs,Oil,Solar,What energy based industry currently provides the most jobs in the US?,Theoilindustry,Solar,B,2,5,1
174,2,24,21,Repeated,Tax_Allocation,"Social (""Medicare"")","Military (""War on Terror"")",What type of program does the majority of tax-payers' money go towards?,Medicare,,B,2,5,0
174,2,24,22,Changed_R,Sanctuary-Cities,Cut funding,Arrest Leaders,"What has Donald Trump promised to do in response to ""Sanctuary Cities?""",Reducethethierfunds,0,B,2,4,1
174,2,24,23,Control,Chess,90,0,How many competitive chess players in the US have attained the rank of Grandmaster?,,,B,B,1,0
174,2,24,24,Changed_R,Murder_year,1980,2017,In what year did the murder rate in the US peak?,1980,206or2017,B,2,5,1
174,2,24,25,Repeated,GunControl_Warrant,require a warrant,at any time,Under what conditions may a police officer confiscate a citizen's firearm?,,,B,B,1,0
174,2,24,26,Control,Politics-Quoting,Bernie Sanders,Mitt Romney,"Who claimed that Donald Trump ""has serious emotional problems?""",Jowbiden,,B,E,2,0
174,2,24,27,Control,Liberian_Women,60%,less than 38%,"In Liberia, what percentage of young women are able to read?",40,,B,E,4,0
174,2,24,28,Changed_R,UN_Resolutions,329,24,How many resolutions did the UN pass in 2016?,Morethan300,12,E,E,5,1
174,2,24,29,Control,Coffee,15th,2nd,What rank does coffee hold in most traded commidities as of the year 2000?,,,B,B,2,0
174,2,24,30,Changed_NR,2020_Biden,Is unlikely to run.,Definitely runninng,What did Joe Biden claim about his candidacy for election in 2020?,Hewillnoterunning,Tathewillberunning,1,2,6,1
174,2,24,31,Changed_NR,Hurricane_Relief,>1 million,>12 million,How many residents of Texas were left homeless by Hurricane Harvey?,1million,Icantrememner,B,2,3,1
174,2,24,32,Changed_R,Trump- wall,sued to stop,begged for wall,How did Californians react to the idea of a border wall?,Suedtheydontwantthewall,Theywatthewall,1,2,5,1
174,2,24,33,Changed_R,Africa_Revenue,0.10%,Third largest export,What proportion of Africa's export revenue is supplied by music?,1,0,B,2,5,1
174,2,24,34,Changed_NR,Carbon Footprint,Coal,Wind,What energy source mentioned leaves the largest carbon footprint?,NotWind,,B,E,5,0
174,2,24,35,Changed_NR,Black Homeownership,2004,2017,In what year did black homeownership reach its highest level?,2008,017or2016,1,E,6,1
174,2,24,36,Control,Mass shootings,19,270,How many shootings occurred in 2017 that resulted in 4 or more deaths?,19,Waymorethan19,B,2,1,1
174,2,24,37,Control,NC-Education,Provides for almost all schools,Leaves most schools without,How does the 2018 NC education budget affect schools' access to supplies?,,,B,B,1,0
174,2,24,38,Repeated,Kenya_Mortality,AIDS,Malaria,What is the leading cause of death for Kenyans?,Immunesystemdiseases,,B,2,4,0
174,2,24,39,Repeated,President_Gas,Obama,Trump,Under what presidential administration did the price of gas drop by 40%?,Obama,,B,2,6,0
174,2,24,40,Control,Car Headrests,prevent whiplash,breaking windows,For what purpose are removable headrests in cars designed?,,,B,B,5,0
174,2,24,41,Control,Gun_Control_Background,13%,25%,About what percentage of firearms are sold without background checks in the US?,13,0,B,2,2,1
174,2,24,42,Repeated,Economy-GDP,42 times,Never,About how many times has the gross domestic product growth rate dropped below zero since 1946?,,,B,B,2,0
174,2,24,43,Repeated,Residing_Immigrants,11 million,32 million,About how many illegal immigrants currently reside in the USA?,11million,0,B,2,3,1
174,2,24,44,Changed_R,Immigration-Children,At a protest,Separated from parents,Under what circumstances was a young boy placed in a small animal cage in 2018?,,Thatthegovernemtwastryingtoprotecttheyoungboy,B,B,1,1
174,2,24,45,Changed_NR,Popular_Vote,Clinton,Trump,Who won the popular vote in the 2016 presidential election?,HillaryCliton,Trump,1,2,5,1
174,2,24,46,Changed_NR,Military_Pay,Every year since '83,None in 10 years,With what frequency have members of the US military received pay raises in recent years?,,0,B,B,1,1
174,2,24,47,Changed_NR,Illegal_Immigration_Mexican_Border,Down 25%,Down 40%,By what percentage has the number of illegal border crossings changed since 2016?,25,35,1,2,2,1
174,2,24,48,Control,Flu_Hydration,Vaccination,Staying hydrated,What is the best protection against the flu?,flushot,thattheflushotwasnotneeded,B,2,5,1
174,2,24,49,Repeated,Race_Starbucks,2,2 million,How much money did two young African American's settle for in a case against Starbucks coffee?,2,,B,2,4,0
174,2,24,50,Repeated,Trump-Budget,20%,80%,About what percentage of the CDC budget is being cut by the Trump administration?,,,B,B,1,0
174,2,24,51,Changed_NR,Tennesee_Unemployment,The Great Recession,Bad Leadership,What caused a spike in Tennesee's unemployment rate in the early 2000's?,,,B,B,1,0
174,2,24,52,Changed_NR,Missouri_Unemployment,Clinton,Trump,Under what president did Missouri's unemployment rates reach their lowest levels?,Obama,Trump,B,E,3,1
174,2,24,53,Changed_NR,Global_Warming_Antarctica,Does not outweigh melting,Outweighs melting,How does the increase in Antarctica's snow caused by global warming relate to the rate ice is melting?,Rateofice,rateof,B,E,2,1
174,2,24,54,Control,Energy_Independence,more consumed,more produced,"How much energy does the US consume, in relation to how much it produces?",Weconsumemorethanweproduce,,B,2,5,0
174,2,24,55,Changed_NR,Gas_2018,Rose 15%,Rose 25%,How did the price of gas change in the first half of 2018?,Incresed,0,B,E,5,1
174,2,24,56,Repeated,Pres_Vacation,Clinton,Obama,Which recent president took the fewest vacation days?,Clinton,,B,2,4,0
174,2,24,57,Changed_NR,US_Unemployment,8%,36%,What is the estimated unemployment rate in the US?,25,,B,E,2,0
174,2,24,58,Repeated,Education_Texas,1.50%,50%,About what percentage of new teachers in Texas are without a college degree?,13,,B,E,4,0
174,2,24,59,Control,Rep_Control,2007,1928,"When was the last year that republicans controlled the white house, house of representatives, and the senate?",2016,,B,E,4,0
174,2,24,60,Changed_NR,News sources,Less than half,More than half,What proportion of Americans report getting their news from Facebook?,Lessthanhalf,Morethanhalf,1,2,5,1
175,3,19,1,Changed_NR,Tariffs,Above a surplus,all,What American dairy products does the Canadian government place a high tariff on?,Productsoveracertainpercent,,B,2,2,0
175,3,19,2,Control,Voter_Fraud,No evidence,substantial ,What were the results of investigation of voter fraud In the 2016 presidential election?,Nofraudhasbeenfound,0,B,2,6,1
175,3,19,3,Control,Vaccines_Autism,Do not cause,vaccines cause autism,What is the scientific community's stance on vaccines and autism?,vaccinesdonotcauseautism,,B,2,6,0
175,3,19,4,Repeated,Mass shootings,19,270,How many shootings occurred in 2017 that resulted in 4 or more deaths?,19shootings,,B,2,6,0
175,3,19,5,Control,Trump-Legislation,less than any since WW2,more than any other president,"How much legislation did President Trump sign in his first year, in relation to other presidents?",LessthananypresidentsinceWWII,,B,2,4,0
175,3,19,6,Changed_NR,Education_Texas,1.50%,50%,About what percentage of new teachers in Texas are without a college degree?,10,32,B,E,3,1
175,3,19,7,Repeated,Gun_Control_Background,13%,25%,About what percentage of firearms are sold without background checks in the US?,13,32,E,2,4,1
175,3,19,8,Changed_R,Illegal_Immigration_Mexican_Border,Down 25%,Down 40%,By what percentage has the number of illegal border crossings changed since 2016?,Thenumberhasincreased18,Thenuberhasincrease40,1,E,3,1
175,3,19,9,Control,Africa_Revenue,0.10%,Third largest export,What proportion of Africa's export revenue is supplied by music?,1,,E,2,6,0
175,3,19,10,Changed_R,Tennesee_Unemployment,The Great Recession,Bad Leadership,What caused a spike in Tennesee's unemployment rate in the early 2000's?,Therecession,Badleadership,B,2,6,1
175,3,19,11,Changed_NR,Kenya_Mortality,AIDS,Malaria,What is the leading cause of death for Kenyans?,Autoimmunediseases,Maleria,B,2,6,1
175,3,19,12,Changed_R,US_Unemployment,8%,36%,What is the estimated unemployment rate in the US?,8,32,E,2,6,1
175,3,19,13,Changed_NR,Pres_Vacation,Clinton,Obama,Which recent president took the fewest vacation days?,Clinton,Obama,1,2,6,1
175,3,19,14,Control,Green Energy_Jobs,Oil,Solar,What energy based industry currently provides the most jobs in the US?,OilIndustry,,B,2,2,0
175,3,19,15,Changed_R,Popular_Vote,Clinton,Trump,Who won the popular vote in the 2016 presidential election?,HillaryClinton,DonaldTrump,1,2,6,1
175,3,19,16,Repeated,Coffee,15th,2nd,What rank does coffee hold in most traded commidities as of the year 2000?,15,,1,2,6,0
175,3,19,17,Changed_NR,Gun Control_Registry,7,10,How many states in the US prohibit a state-wide gun registry?,7,10,B,2,6,1
175,3,19,18,Repeated,Abortion-Bieber,Stayed Pro life,Changed from pro choice to pro life,What have Justin Bieber's views on abortion been in recent years?,Prolife,,B,2,6,0
175,3,19,19,Changed_R,Global_Warming_Antarctica,Does not outweigh melting,Outweighs melting,How does the increase in Antarctica's snow caused by global warming relate to the rate ice is melting?,Thesnowisnotfallingafastenoughratetostopicemelting,Thesnowwillpreventicemelting,E,2,6,1
175,3,19,20,Control,Clinton-Nkorea,1.4 Billion,3 Billion,How much money did the Clinton administration give to North Korea in aid?,1million,,B,E,1,0
175,3,19,21,Changed_NR,Trump-Budget,20%,80%,About what percentage of the CDC budget is being cut by the Trump administration?,40,,B,E,1,0
175,3,19,22,Changed_R,Hurricane_Relief,>1 million,>12 million,How many residents of Texas were left homeless by Hurricane Harvey?,over1millio,Over12000,E,2,6,1
175,3,19,23,Changed_R,Missouri_Unemployment,Clinton,Trump,Under what president did Missouri's unemployment rates reach their lowest levels?,Clinton,Trump,B,2,6,1
175,3,19,24,Control,Disease-Illinois,Hesitation to respond by governor,flooding,What led to the deaths of 12 veterans in Illinois by disease?,Thegoveordidntactfastenough,,B,2,3,0
175,3,19,25,Changed_NR,Residing_Immigrants,11 million,32 million,About how many illegal immigrants currently reside in the USA?,32million,32Million,B,1,1,1
175,3,19,26,Repeated,Flu_Hydration,Vaccination,Staying hydrated,What is the best protection against the flu?,vaccines,,1,2,6,0
175,3,19,27,Changed_R,Carbon Footprint,Coal,Wind,What energy source mentioned leaves the largest carbon footprint?,Thecoalindustry,Windenergyproducalargerfootprintthanthecoalin,1,2,6,1
175,3,19,28,Changed_NR,Economy_Cars,Simulation of hitting a person,Dropping a bowling ball,How are American cars tested in Japan?,byhittingfakepedstrians,usinabowlingball,1,2,6,1
175,3,19,29,Changed_NR,Economy-GDP,42 times,Never,About how many times has the gross domestic product growth rate dropped below zero since 1946?,0,,B,1,1,0
175,3,19,30,Changed_NR,President_Gas,Obama,Trump,Under what presidential administration did the price of gas drop by 40%?,obama,Trump,1,2,4,1
175,3,19,31,Changed_R,Military_Pay,Every year since '83,None in 10 years,With what frequency have members of the US military received pay raises in recent years?,Everyyear,Notsince1980,1,2,6,1
175,3,19,32,Control,UN_Resolutions,329,24,How many resolutions did the UN pass in 2016?,236,,B,E,1,0
175,3,19,33,Changed_R,Black Homeownership,2004,2017,In what year did black homeownership reach its highest level?,2004,2017,1,2,6,1
175,3,19,34,Control,AlabamaRep. in senate,21,30 years,"For how many years had the Alabama senate seat been held by a republican, prior to 2017?",50,,B,E,1,0
175,3,19,35,Control,Trump- wall,sued to stop,begged for wall,How did Californians react to the idea of a border wall?,,,B,B,1,0
175,3,19,36,Changed_R,2020_Biden,Is unlikely to run.,Definitely runninng,What did Joe Biden claim about his candidacy for election in 2020?,Hewouldmorethanlielynotrun,Hewouldrun,1,2,6,1
175,3,19,37,Changed_R,Gas_2018,Rose 15%,Rose 25%,How did the price of gas change in the first half of 2018?,Itdropped15,Itdropped40,E,E,2,1
175,3,19,38,Changed_R,Flu_Age,everyone,only older people,What age range of people should receive a flu vaccine?,All,older,B,2,6,1
175,3,19,39,Repeated,Voter Turnout,Higher than 2012,lowest since 1996,In what year was the last presidential election which featured lower voter turnout than that of 2016?,2012,,B,2,6,0
175,3,19,40,Repeated,Chess,90,0,How many competitive chess players in the US have attained the rank of Grandmaster?,90,,1,2,6,0
175,3,19,41,Control,Immigration-Children,At a protest,Separated from parents,Under what circumstances was a young boy placed in a small animal cage in 2018?,Protestimmagrantchildrenbeingtakenfromparents,,B,2,6,0
175,3,19,42,Control,Sanctuary-Cities,Cut funding,Arrest Leaders,"What has Donald Trump promised to do in response to ""Sanctuary Cities?""",cutfundings,,B,2,3,0
175,3,19,43,Repeated,Politics-Quoting,Bernie Sanders,Mitt Romney,"Who claimed that Donald Trump ""has serious emotional problems?""",BernieSanders,,B,2,6,0
175,3,19,44,Changed_NR,Race_Starbucks,2,2 million,How much money did two young African American's settle for in a case against Starbucks coffee?,2million,,B,1,6,0
175,3,19,45,Changed_NR,Tax_Allocation,"Social (""Medicare"")","Military (""War on Terror"")",What type of program does the majority of tax-payers' money go towards?,socailgroupslikemedicare,,B,2,5,0
175,3,19,46,Changed_R,News sources,Less than half,More than half,What proportion of Americans report getting their news from Facebook?,lsthanhalf,Morethanhalf,1,2,5,1
175,3,19,47,Control,Trump-Immigration,dropped by 61%,increased by 78%,By what percentage did illegal traffic apprehensions change from November 2016 to July 2017?,28,,B,E,1,0
175,3,19,48,Changed_NR,Pope_GunControl,Gun Manufacturers,Gun Owners,"Who did Pope Francis refer to as ""untrustworthy?""",Gunmanucatures,Gunowners,1,2,6,1
175,3,19,49,Repeated,DeltaAirlines,none,planned parenthood,To members of what major organizations does Delta Airlines give discounts?,none,NRAandPlanParenthood,1,2,3,1
175,3,19,50,Repeated,Cali-Statelaw,Cities,Homeowners,Who will be fined by the state of California for overusing water?,Cities,,B,2,3,0
175,3,19,51,Changed_NR,NASA,An asteroid.,A second moon.,"According to NASA, what is distantly orbiting the Earth?",Anastroid,Asecondmoon,1,2,6,1
175,3,19,52,Changed_NR,GunControl_Warrant,require a warrant,at any time,Under what conditions may a police officer confiscate a citizen's firearm?,Witawarant,anytime,1,2,5,1
175,3,19,53,Repeated,NC-Education,Provides for almost all schools,Leaves most schools without,How does the 2018 NC education budget affect schools' access to supplies?,,,B,B,1,0
175,3,19,54,Control,Teen Drug Use,Alcohol,Marijuana,What substance do US teens report as being easiest to acquire?,Alcohol,,1,2,6,0
175,3,19,55,Changed_R,Race/Protest,Olympians,NFL,What type of athletes were the first to use their sport for protest in the US?,USOlymians,NFLPlayers,1,2,6,1
175,3,19,56,Repeated,Energy_Independence,more consumed,more produced,"How much energy does the US consume, in relation to how much it produces?",TheUSconsumesmoreenergythanitproduces,,1,2,6,0
175,3,19,57,Control,Murder_year,1980,2017,In what year did the murder rate in the US peak?,1980,,B,2,6,0
175,3,19,58,Repeated,Liberian_Women,60%,less than 38%,"In Liberia, what percentage of young women are able to read?",40bythetimethyre18,,B,E,6,0
175,3,19,59,Repeated,Rep_Control,2007,1928,"When was the last year that republicans controlled the white house, house of representatives, and the senate?",2007,,B,2,6,0
175,3,19,60,Repeated,Car Headrests,prevent whiplash,breaking windows,For what purpose are removable headrests in cars designed?,opreventwhiplash,,B,2,6,0
176,4,19,1,Repeated,Teen Drug Use,Alcohol,Marijuana,What substance do US teens report as being easiest to acquire?,alchol,,B,2,6,0
176,4,19,2,Control,Global_Warming_Antarctica,Does not outweigh melting,Outweighs melting,How does the increase in Antarctica's snow caused by global warming relate to the rate ice is melting?,doesnotrelate,doesntrelate,2,2,2,1
176,4,19,3,Changed_NR,Mass shootings,19,270,How many shootings occurred in 2017 that resulted in 4 or more deaths?,19,19,E,2,2,1
176,4,19,4,Control,Carbon Footprint,Coal,Wind,What energy source mentioned leaves the largest carbon footprint?,coal,,1,2,5,0
176,4,19,5,Changed_R,Tariffs,Above a surplus,all,What American dairy products does the Canadian government place a high tariff on?,milk,,B,E,3,0
176,4,19,6,Changed_NR,Abortion-Bieber,Stayed Pro life,Changed from pro choice to pro life,What have Justin Bieber's views on abortion been in recent years?,prolife,,B,2,3,0
176,4,19,7,Repeated,Trump- wall,sued to stop,begged for wall,How did Californians react to the idea of a border wall?,theysued,,1,2,3,0
176,4,19,8,Changed_NR,Politics-Quoting,Bernie Sanders,Mitt Romney,"Who claimed that Donald Trump ""has serious emotional problems?""",bertiesanders,thenameitwasmittromneythenchangedtobertiesanders,1,2,2,1
176,4,19,9,Changed_R,Education_Texas,1.50%,50%,About what percentage of new teachers in Texas are without a college degree?,maximum15,,B,2,5,0
176,4,19,10,Changed_NR,Chess,90,0,How many competitive chess players in the US have attained the rank of Grandmaster?,19,,B,E,4,0
176,4,19,11,Changed_R,Pope_GunControl,Gun Manufacturers,Gun Owners,"Who did Pope Francis refer to as ""untrustworthy?""",supposedchristansthatownedguns,supposedchristianswhomadeguns,2,1,2,1
176,4,19,12,Control,Popular_Vote,Clinton,Trump,Who won the popular vote in the 2016 presidential election?,hilaryclinton,,B,2,5,0
176,4,19,13,Control,Military_Pay,Every year since '83,None in 10 years,With what frequency have members of the US military received pay raises in recent years?,yearly,,B,2,3,0
176,4,19,14,Changed_NR,NC-Education,Provides for almost all schools,Leaves most schools without,How does the 2018 NC education budget affect schools' access to supplies?,itaffectditbasedonthepoliticalareatheschoolwasin,,B,E,4,0
176,4,19,15,Changed_R,Gun Control_Registry,7,10,How many states in the US prohibit a state-wide gun registry?,10,7,B,1,2,1
176,4,19,16,Control,Tennesee_Unemployment,The Great Recession,Bad Leadership,What caused a spike in Tennesee's unemployment rate in the early 2000's?,otmanyjobs,,B,E,1,0
176,4,19,17,Changed_NR,Coffee,15th,2nd,What rank does coffee hold in most traded commidities as of the year 2000?,second,itsaidthesecondtimearoundthatitwasfiftenth,2,1,6,1
176,4,19,18,Control,Gas_2018,Rose 15%,Rose 25%,How did the price of gas change in the first half of 2018?,itrose,,B,E,3,0
176,4,19,19,Control,News sources,Less than half,More than half,What proportion of Americans report getting their news from Facebook?,lessthanhalf,,B,2,5,0
176,4,19,20,Control,2020_Biden,Is unlikely to run.,Definitely runninng,What did Joe Biden claim about his candidacy for election in 2020?,hesaidhewasntgoingtorunforpresident,heisgoingtorunforpresidentashehasmadehispresidentalbid,1,2,2,1
176,4,19,21,Changed_NR,Liberian_Women,60%,less than 38%,"In Liberia, what percentage of young women are able to read?",lessthan60,,B,2,4,0
176,4,19,22,Control,Illegal_Immigration_Mexican_Border,Down 25%,Down 40%,By what percentage has the number of illegal border crossings changed since 2016?,25,,E,2,1,0
176,4,19,23,Repeated,Africa_Revenue,0.10%,Third largest export,What proportion of Africa's export revenue is supplied by music?,1,,B,2,5,0
176,4,19,24,Changed_R,NASA,An asteroid.,A second moon.,"According to NASA, what is distantly orbiting the Earth?",asecondmon,itisanasteriodorbetingtheearthnotasecondmoon,2,1,3,1
176,4,19,25,Changed_NR,Car Headrests,prevent whiplash,breaking windows,For what purpose are removable headrests in cars designed?,tobreakopenwindows,,B,1,5,0
176,4,19,26,Changed_NR,DeltaAirlines,none,planned parenthood,To members of what major organizations does Delta Airlines give discounts?,plannedparenthood,deltaairlinesdoesntgivediscountstoeitheplannedparenthoodorthenra,B,1,2,1
176,4,19,27,Control,Hurricane_Relief,>1 million,>12 million,How many residents of Texas were left homeless by Hurricane Harvey?,millions,,B,E,5,0
176,4,19,28,Repeated,Immigration-Children,At a protest,Separated from parents,Under what circumstances was a young boy placed in a small animal cage in 2018?,hewasplacedinasmallcagetoshowwhatitislikeforchildrentobeseperatedfromtherepa,,B,2,3,0
176,4,19,29,Repeated,Clinton-Nkorea,1.4 Billion,3 Billion,How much money did the Clinton administration give to North Korea in aid?,14billion,,B,2,3,0
176,4,19,30,Repeated,Trump-Legislation,less than any since WW2,more than any other president,"How much legislation did President Trump sign in his first year, in relation to other presidents?",lessthanaverage,,B,2,3,0
176,4,19,31,Changed_NR,Cali-Statelaw,Cities,Homeowners,Who will be fined by the state of California for overusing water?,10000,,B,E,3,0
176,4,19,32,Repeated,Murder_year,1980,2017,In what year did the murder rate in the US peak?,1980,,B,2,3,0
176,4,19,33,Changed_R,Residing_Immigrants,11 million,32 million,About how many illegal immigrants currently reside in the USA?,23million,,B,E,4,0
176,4,19,34,Changed_NR,Energy_Independence,more consumed,more produced,"How much energy does the US consume, in relation to how much it produces?",itproducesalotofenergymorethanneeded,,B,1,4,0
176,4,19,35,Changed_R,Pres_Vacation,Clinton,Obama,Which recent president took the fewest vacation days?,Obama,thepresidentitsaidObamabutitwasClinton,1,1,3,1
176,4,19,36,Control,Missouri_Unemployment,Clinton,Trump,Under what president did Missouri's unemployment rates reach their lowest levels?,Clinton,,B,2,4,0
176,4,19,37,Changed_R,President_Gas,Obama,Trump,Under what presidential administration did the price of gas drop by 40%?,itsaystrump,itwasObama,2,1,2,1
176,4,19,38,Changed_NR,Rep_Control,2007,1928,"When was the last year that republicans controlled the white house, house of representatives, and the senate?",1927,,B,1,4,0
176,4,19,39,Changed_R,Kenya_Mortality,AIDS,Malaria,What is the leading cause of death for Kenyans?,malaria,itwasautoimmunediseases,B,1,2,1
176,4,19,40,Repeated,Voter_Fraud,No evidence,substantial ,What were the results of investigation of voter fraud In the 2016 presidential election?,nonewerefound,somefraudhobefound,1,2,1,1
176,4,19,41,Repeated,Vaccines_Autism,Do not cause,vaccines cause autism,What is the scientific community's stance on vaccines and autism?,vaccinesdonotcauseautism,,B,2,6,0
176,4,19,42,Changed_R,Race_Starbucks,2,2 million,How much money did two young African American's settle for in a case against Starbucks coffee?,2million,itwasactually2,2,1,3,1
176,4,19,43,Control,Flu_Age,everyone,only older people,What age range of people should receive a flu vaccine?,allages,,B,2,5,0
176,4,19,44,Changed_R,Trump-Budget,20%,80%,About what percentage of the CDC budget is being cut by the Trump administration?,20,itsaid80thefirsttimethenswitchedto20,1,2,5,1
176,4,19,45,Changed_R,Economy-GDP,42 times,Never,About how many times has the gross domestic product growth rate dropped below zero since 1946?,27,,B,E,3,0
176,4,19,46,Repeated,Disease-Illinois,Hesitation to respond by governor,flooding,What led to the deaths of 12 veterans in Illinois by disease?,themayornoylistening,,B,E,3,0
176,4,19,47,Changed_NR,Flu_Hydration,Vaccination,Staying hydrated,What is the best protection against the flu?,stayinghydrated,,2,1,4,0
176,4,19,48,Changed_R,Tax_Allocation,"Social (""Medicare"")","Military (""War on Terror"")",What type of program does the majority of tax-payers' money go towards?,WarOnTerror,,B,1,3,0
176,4,19,49,Repeated,Green Energy_Jobs,Oil,Solar,What energy based industry currently provides the most jobs in the US?,oilindustry,,B,2,5,0
176,4,19,50,Control,Race/Protest,Olympians,NFL,What type of athletes were the first to use their sport for protest in the US?,USOlympians,,B,2,5,0
176,4,19,51,Repeated,Trump-Immigration,dropped by 61%,increased by 78%,By what percentage did illegal traffic apprehensions change from November 2016 to July 2017?,60,,B,2,4,0
176,4,19,52,Repeated,AlabamaRep. in senate,21,30 years,"For how many years had the Alabama senate seat been held by a republican, prior to 2017?",27,,B,E,3,0
176,4,19,53,Control,Black Homeownership,2004,2017,In what year did black homeownership reach its highest level?,2010,,B,E,3,0
176,4,19,54,Control,US_Unemployment,8%,36%,What is the estimated unemployment rate in the US?,8,theunemploymentratehastobehigher,E,2,2,1
176,4,19,55,Changed_NR,Voter Turnout,Higher than 2012,lowest since 1996,In what year was the last presidential election which featured lower voter turnout than that of 2016?,2012,,B,2,4,0
176,4,19,56,Changed_R,Economy_Cars,Simulation of hitting a person,Dropping a bowling ball,How are American cars tested in Japan?,bystimulatingithittingapedestrian,thathteyweretestedbyabowlingballdroppingonthem,1,2,3,1
176,4,19,57,Repeated,Sanctuary-Cities,Cut funding,Arrest Leaders,"What has Donald Trump promised to do in response to ""Sanctuary Cities?""",takeawayfunding,,B,2,4,0
176,4,19,58,Changed_R,GunControl_Warrant,require a warrant,at any time,Under what conditions may a police officer confiscate a citizen's firearm?,iftheyhaveawarrant,,B,2,5,0
176,4,19,59,Changed_NR,Gun_Control_Background,13%,25%,About what percentage of firearms are sold without background checks in the US?,19,ithastobehigher,E,E,2,1
176,4,19,60,Repeated,UN_Resolutions,329,24,How many resolutions did the UN pass in 2016?,329,howmanywereagaintIsreal,E,2,5,1
177,1,20,1,Changed_R,Coffee,15th,2nd,What rank does coffee hold in most traded commidities as of the year 2000?,fifeteenth,mosttraded,E,2,6,1
177,1,20,2,Changed_NR,Immigration-Children,At a protest,Separated from parents,Under what circumstances was a young boy placed in a small animal cage in 2018?,illegal,0,B,E,3,1
177,1,20,3,Changed_NR,UN_Resolutions,329,24,How many resolutions did the UN pass in 2016?,329,270,1,2,4,1
177,1,20,4,Changed_NR,Clinton-Nkorea,1.4 Billion,3 Billion,How much money did the Clinton administration give to North Korea in aid?,13million,,B,E,3,0
177,1,20,5,Changed_R,Flu_Hydration,Vaccination,Staying hydrated,What is the best protection against the flu?,Gettingvaccinated,Stayinghydrated,E,2,6,1
177,1,20,6,Changed_NR,Disease-Illinois,Hesitation to respond by governor,flooding,What led to the deaths of 12 veterans in Illinois by disease?,,0,B,B,1,1
177,1,20,7,Changed_R,Gun_Control_Background,13%,25%,About what percentage of firearms are sold without background checks in the US?,13,25,B,2,6,1
177,1,20,8,Repeated,Carbon Footprint,Coal,Wind,What energy source mentioned leaves the largest carbon footprint?,coal,,1,2,6,0
177,1,20,9,Changed_NR,Teen Drug Use,Alcohol,Marijuana,What substance do US teens report as being easiest to acquire?,alcohol,marijuana,B,2,6,1
177,1,20,10,Changed_NR,Voter_Fraud,No evidence,substantial ,What were the results of investigation of voter fraud In the 2016 presidential election?,,0,B,B,1,1
177,1,20,11,Changed_R,Cali-Statelaw,Cities,Homeowners,Who will be fined by the state of California for overusing water?,cities,homeowners,B,2,6,1
177,1,20,12,Control,Residing_Immigrants,11 million,32 million,About how many illegal immigrants currently reside in the USA?,11million,,1,2,5,0
177,1,20,13,Repeated,Popular_Vote,Clinton,Trump,Who won the popular vote in the 2016 presidential election?,,0,B,B,1,1
177,1,20,14,Control,Trump-Budget,20%,80%,About what percentage of the CDC budget is being cut by the Trump administration?,10,,B,E,1,0
177,1,20,15,Repeated,Black Homeownership,2004,2017,In what year did black homeownership reach its highest level?,2007,2004,B,E,4,1
177,1,20,16,Changed_R,Liberian_Women,60%,less than 38%,"In Liberia, what percentage of young women are able to read?",35,38,1,E,4,1
177,1,20,17,Repeated,Hurricane_Relief,>1 million,>12 million,How many residents of Texas were left homeless by Hurricane Harvey?,million,,B,2,4,0
177,1,20,18,Changed_R,Car Headrests,prevent whiplash,breaking windows,For what purpose are removable headrests in cars designed?,preventwhiplash,escapefromcar,1,2,6,1
177,1,20,19,Control,Pope_GunControl,Gun Manufacturers,Gun Owners,"Who did Pope Francis refer to as ""untrustworthy?""",christiangunmanufactuers,,B,2,5,0
177,1,20,20,Changed_NR,Sanctuary-Cities,Cut funding,Arrest Leaders,"What has Donald Trump promised to do in response to ""Sanctuary Cities?""",arrestleaders,,B,1,3,0
177,1,20,21,Control,GunControl_Warrant,require a warrant,at any time,Under what conditions may a police officer confiscate a citizen's firearm?,withwarrant,,1,2,4,0
177,1,20,22,Control,Tax_Allocation,"Social (""Medicare"")","Military (""War on Terror"")",What type of program does the majority of tax-payers' money go towards?,socialevents,0,B,E,1,1
177,1,20,23,Repeated,Tennesee_Unemployment,The Great Recession,Bad Leadership,What caused a spike in Tennesee's unemployment rate in the early 2000's?,recession,Tennessesunemploymentratedoubledtorecession,2,2,4,1
